"","root","type","kingdom","superkingdom","superphylum","phylum","class","order","family","genus","species"
"ASV184","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified"
"ASV185","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified","Flavobacteriaceae_unclassified"
"ASV186","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsaceae_unclassified","Desulfocapsaceae_unclassified"
"ASV187","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","Nitrosococcaceae_unclassified","Nitrosococcaceae_unclassified"
"ASV188","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14_unclassified","67-14_unclassified"
"ASV189","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified"
"ASV190","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinaceae_unclassified","Sandaracinaceae_unclassified"
"ASV191","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","Winogradskyella_unclassified"
"ASV192","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter","Ilumatobacter_unclassified"
"ASV193","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Nitrincolaceae","Nitrincolaceae_unclassified","Nitrincolaceae_unclassified"
"ASV194","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified","Rhizobiaceae_unclassified"
"ASV195","root","Main genome","Bacteria","Bacteria (superkingdom)","Acidobacteria superphylum","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","Subgroup 10_unclassified"
"ASV196","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae_unclassified","Saprospiraceae_unclassified"
"ASV197","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902","Synechococcus CC9902_unclassified"
"ASV199","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Halieaceae_unclassified","Halieaceae_unclassified"
"ASV200","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsaceae_unclassified","Desulfocapsaceae_unclassified"
"ASV201","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera","Methylotenera_unclassified"
"ASV202","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Paraglaciecola","Paraglaciecola_unclassified"
"ASV203","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified"
"ASV204","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Labilibacter","Labilibacter_unclassified"
"ASV205","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","Pirellula_unclassified"
"ASV206","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella","Yoonia-Loktanella_unclassified"
"ASV207","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","Sva0081 sediment group_unclassified"
"ASV208","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacteraceae_unclassified","Arcobacteraceae_unclassified"
"ASV210","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiohalocapsa","Thiohalocapsa_unclassified"
"ASV211","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group","NS11-12 marine group_unclassified","NS11-12 marine group_unclassified"
"ASV212","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"ASV213","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Lamprocystis","Lamprocystis_unclassified"
"ASV214","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfosarcina","Desulfosarcina_unclassified"
"ASV216","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Pelagicoccus","Pelagicoccus_unclassified"
"ASV217","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Rubidimonas","Rubidimonas_unclassified"
"ASV218","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"ASV219","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","Roseibacillus_unclassified"
"ASV220","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas_unclassified"
"ASV221","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","[Cytophaga] xylanolytica group","[Cytophaga] xylanolytica group_unclassified"
"ASV222","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylophilaceae_unclassified","Methylophilaceae_unclassified"
"ASV223","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified"
"ASV224","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacteraceae_unclassified","Xanthobacteraceae_unclassified"
"ASV225","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified","Lachnospiraceae_unclassified"
"ASV228","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Microtrichaceae_unclassified","Microtrichaceae_unclassified"
"ASV229","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Phormidesmis ANT.LACV5.1","Phormidesmis ANT.LACV5.1_unclassified"
"ASV231","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae UCG-011","Defluviitaleaceae UCG-011_unclassified"
"ASV232","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","Lewinella_unclassified"
"ASV233","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified","Flavobacteriaceae_unclassified"
"ASV234","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","Sva0081 sediment group_unclassified"
"ASV235","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcales Incertae Sedis","Schizothrix LEGE 07164","Schizothrix LEGE 07164_unclassified"
"ASV237","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","Pseudarcobacter_unclassified"
"ASV240","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcales Incertae Sedis","Schizothrix LEGE 07164","Schizothrix LEGE 07164_unclassified"
"ASV241","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified","Bacteroidales_unclassified"
"ASV242","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulforhopalus","Desulforhopalus_unclassified"
"ASV244","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulforhopalus","Desulforhopalus_unclassified"
"ASV245","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified","Flavobacteriaceae_unclassified"
"ASV246","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified"
"ASV247","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmatales_unclassified","Izemoplasmatales_unclassified","Izemoplasmatales_unclassified"
"ASV248","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Uliginosibacterium","Uliginosibacterium_unclassified"
"ASV249","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified","Rhizobiaceae_unclassified"
"ASV250","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Halieaceae_unclassified","Halieaceae_unclassified"
"ASV251","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Pelagicoccus","Pelagicoccus_unclassified"
"ASV252","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacteraceae_unclassified","Desulfobacteraceae_unclassified"
"ASV253","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_unclassified"
"ASV254","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinales_unclassified","Actinomarinales_unclassified","Actinomarinales_unclassified"
"ASV255","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Chromatiaceae_unclassified","Chromatiaceae_unclassified"
"ASV256","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"ASV257","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae_unclassified","Saprospiraceae_unclassified"
"ASV258","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera","Methylotenera_unclassified"
"ASV259","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Glaciecola","Glaciecola_unclassified"
"ASV262","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified","Pirellulaceae_unclassified"
"ASV264","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified"
"ASV265","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"ASV266","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera","Rheinheimera_unclassified"
"ASV267","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna","Candidatus Aquiluna_unclassified"
"ASV268","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Halieaceae_unclassified","Halieaceae_unclassified"
"ASV270","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Fulvivirga_unclassified"
"ASV271","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Sulfurimonas_unclassified"
